1 -101.476 116.11
2 -101.283 115.938
3 -101.203 115.77
4 -101.207 115.612
5 -101.256 115.461
6 -101.306 115.306
7 -101.318 115.132
8 -101.259 114.928
9 -101.114 114.69
10 -100.886 114.429
11 -100.596 114.171
12 -100.279 113.954
13 -99.972 113.817
14 -99.7099 113.795
15 -99.5096 113.902
16 -99.3674 114.135
17 -99.2613 114.466
18 -99.1583 114.857
19 -99.0259 115.27
20 -98.8422 115.675
21 -98.6006 116.052
22 -98.3096 116.398
23 -97.9854 116.717
24 -97.6431 117.012
25 -97.2901 117.277
26 -96.9209 117.496
27 -96.519 117.642
28 -96.0607 117.686
29 -95.5249 117.599
30 -94.9025 117.367
31 -94.2023 116.988
32 -93.4567 116.483
33 -92.7171 115.884
34 -92.0478 115.239
35 -91.516 114.597
36 -91.1775 114.006
37 -91.0643 113.5
38 -91.1776 113.097
39 -91.4892 112.798
40 -91.951 112.589
41 -92.5085 112.455
42 -93.1129 112.385
43 -93.7314 112.38
44 -94.3491 112.45
45 -94.9633 112.613
46 -95.5758 112.879
47 -96.1846 113.25
48 -96.78 113.714
49 -97.3445 114.246
50 -97.8582 114.818
51 -98.3067 115.407
52 -98.6865 116.001
53 -99.0084 116.596
54 -99.2966 117.198
55 -99.5854 117.818
56 -99.9115 118.462
57 -100.308 119.129
58 -100.796 119.81
59 -101.383 120.484
60 -102.062 121.123
61 -102.808 121.698
62 -103.591 122.178
63 -104.372 122.539
64 -105.113 122.763
65 -105.782 122.845
66 -106.356 122.787
67 -106.824 122.602
68 -107.184 122.313
69 -107.441 121.945
70 -107.602 121.528
71 -107.673 121.096
72 -107.656 120.68
73 -107.547 120.311
74 -107.341 120.013
75 -107.039 119.807
76 -106.648 119.704
77 -106.19 119.714
78 -105.699 119.841
79 -105.213 120.092
80 -104.771 120.474
81 -104.401 120.993
82 -104.122 121.651
83 -103.934 122.439
84 -103.824 123.34
85 -103.765 124.318
86 -103.726 125.33
87 -103.678 126.329
88 -103.603 127.274
89 -103.497 128.142
90 -103.377 128.924
91 -103.279 129.628
92 -103.251 130.27
93 -103.348 130.87
94 -103.615 131.442
95 -104.081 131.982
96 -104.749 132.476
97 -105.597 132.892
98 -106.589 133.195
99 -107.68 133.353
100 -108.831 133.346
101 -110.011 133.172
102 -111.202 132.848
103 -112.391 132.407
104 -113.566 131.89
105 -114.709 131.338
106 -115.791 130.777
107 -116.774 130.217
108 -117.612 129.652
109 -118.257 129.066
110 -118.666 128.445
111 -118.808 127.791
112 -118.667 127.119
113 -118.248 126.471
114 -117.584 125.9
115 -116.727 125.465
116 -115.748 125.214
117 -114.725 125.175
118 -113.723 125.347
119 -112.78 125.708
120 -111.911 126.215
121 -111.111 126.823
122 -110.365 127.492
123 -109.66 128.194
124 -108.996 128.915
125 -108.38 129.654
126 -107.827 130.419
127 -107.351 131.213
128 -106.96 132.035
129 -106.652 132.874
130 -106.41 133.71
131 -106.214 134.516
132 -106.037 135.269
133 -105.857 135.947
134 -105.663 136.537
135 -105.453 137.037
136 -105.237 137.449
137 -105.033 137.782
138 -104.865 138.042
139 -104.751 138.232
140 -104.698 138.352
141 -104.7 138.395
142 -104.733 138.353
143 -104.765 138.216
144 -104.762 137.977
145 -104.696 137.635
146 -104.555 137.195
147 -104.345 136.676
148 -104.088 136.104
149 -103.823 135.516
150 -103.597 134.956
151 -103.456 134.472
152 -103.438 134.103
153 -103.567 133.878
154 -103.844 133.808
155 -104.251 133.884
156 -104.754 134.084
157 -105.312 134.377
158 -105.889 134.736
159 -106.461 135.14
160 -107.018 135.579
161 -107.563 136.054
162 -108.106 136.57
163 -108.651 137.133
164 -109.19 137.738
165 -109.7 138.373
166 -110.147 139.011
167 -110.49 139.622
168 -110.692 140.177
169 -110.733 140.657
170 -110.609 141.058
171 -110.341 141.393
172 -109.967 141.692
173 -109.539 141.992
174 -109.105 142.328
175 -108.703 142.722
176 -108.35 143.174
177 -108.033 143.661
178 -107.724 144.143
179 -107.385 144.573
180 -106.986 144.912
181 -106.514 145.136
182 -105.981 145.244
183 -105.422 145.253
184 -104.883 145.193
185 -104.416 145.096
186 -104.059 144.985
187 -103.83 144.867
188 -103.725 144.733
189 -103.721 144.563
190 -103.79 144.338
191 -103.908 144.046
192 -104.066 143.69
193 -104.268 143.292
194 -104.532 142.888
195 -104.884 142.516
196 -105.348 142.212
197 -105.931 141.994
198 -106.622 141.863
199 -107.39 141.803
200 -108.186 141.788
201 -108.954 141.788
202 -109.642 141.782
203 -110.213 141.759
204 -110.648 141.721
205 -110.944 141.682
206 -111.112 141.655
207 -111.165 141.657
208 -111.118 141.69
209 -110.975 141.752
210 -110.733 141.827
211 -110.385 141.895
212 -109.924 141.937
213 -109.352 141.941
214 -108.682 141.903
215 -107.941 141.827
216 -107.17 141.724
217 -106.411 141.606
218 -105.711 141.478
219 -105.109 141.339
220 -104.631 141.18
221 -104.283 140.987
222 -104.055 140.745
223 -103.921 140.444
224 -103.844 140.08
225 -103.786 139.658
226 -103.714 139.19
227 -103.606 138.691
