     1	-101.476
     2	-101.283
     3	-101.203
     4	-101.207
     5	-101.256
     6	-101.306
     7	-101.318
     8	-101.259
     9	-101.114
    10	-100.886
    11	-100.596
    12	-100.279
    13	-99.972
    14	-99.7099
    15	-99.5096
    16	-99.3674
    17	-99.2613
    18	-99.1583
    19	-99.0259
    20	-98.8422
    21	-98.6006
    22	-98.3096
    23	-97.9854
    24	-97.6431
    25	-97.2901
    26	-96.9209
    27	-96.519
    28	-96.0607
    29	-95.5249
    30	-94.9025
    31	-94.2023
    32	-93.4567
    33	-92.7171
    34	-92.0478
    35	-91.516
    36	-91.1775
    37	-91.0643
    38	-91.1776
    39	-91.4892
    40	-91.951
    41	-92.5085
    42	-93.1129
    43	-93.7314
    44	-94.3491
    45	-94.9633
    46	-95.5758
    47	-96.1846
    48	-96.78
    49	-97.3445
    50	-97.8582
    51	-98.3067
    52	-98.6865
    53	-99.0084
    54	-99.2966
    55	-99.5854
    56	-99.9115
    57	-100.308
    58	-100.796
    59	-101.383
    60	-102.062
    61	-102.808
    62	-103.591
    63	-104.372
    64	-105.113
    65	-105.782
    66	-106.356
    67	-106.824
    68	-107.184
    69	-107.441
    70	-107.602
    71	-107.673
    72	-107.656
    73	-107.547
    74	-107.341
    75	-107.039
    76	-106.648
    77	-106.19
    78	-105.699
    79	-105.213
    80	-104.771
    81	-104.401
    82	-104.122
    83	-103.934
    84	-103.824
    85	-103.765
    86	-103.726
    87	-103.678
    88	-103.603
    89	-103.497
    90	-103.377
    91	-103.279
    92	-103.251
    93	-103.348
    94	-103.615
    95	-104.081
    96	-104.749
    97	-105.597
    98	-106.589
    99	-107.68
   100	-108.831
   101	-110.011
   102	-111.202
   103	-112.391
   104	-113.566
   105	-114.709
   106	-115.791
   107	-116.774
   108	-117.612
   109	-118.257
   110	-118.666
   111	-118.808
   112	-118.667
   113	-118.248
   114	-117.584
   115	-116.727
   116	-115.748
   117	-114.725
   118	-113.723
   119	-112.78
   120	-111.911
   121	-111.111
   122	-110.365
   123	-109.66
   124	-108.996
   125	-108.38
   126	-107.827
   127	-107.351
   128	-106.96
   129	-106.652
   130	-106.41
   131	-106.214
   132	-106.037
   133	-105.857
   134	-105.663
   135	-105.453
   136	-105.237
   137	-105.033
   138	-104.865
   139	-104.751
   140	-104.698
   141	-104.7
   142	-104.733
   143	-104.765
   144	-104.762
   145	-104.696
   146	-104.555
   147	-104.345
   148	-104.088
   149	-103.823
   150	-103.597
   151	-103.456
   152	-103.438
   153	-103.567
   154	-103.844
   155	-104.251
   156	-104.754
   157	-105.312
   158	-105.889
   159	-106.461
   160	-107.018
   161	-107.563
   162	-108.106
   163	-108.651
   164	-109.19
   165	-109.7
   166	-110.147
   167	-110.49
   168	-110.692
   169	-110.733
   170	-110.609
   171	-110.341
   172	-109.967
   173	-109.539
   174	-109.105
   175	-108.703
   176	-108.35
   177	-108.033
   178	-107.724
   179	-107.385
   180	-106.986
   181	-106.514
   182	-105.981
   183	-105.422
   184	-104.883
   185	-104.416
   186	-104.059
   187	-103.83
   188	-103.725
   189	-103.721
   190	-103.79
   191	-103.908
   192	-104.066
   193	-104.268
   194	-104.532
   195	-104.884
   196	-105.348
   197	-105.931
   198	-106.622
   199	-107.39
   200	-108.186
   201	-108.954
   202	-109.642
   203	-110.213
   204	-110.648
   205	-110.944
   206	-111.112
   207	-111.165
   208	-111.118
   209	-110.975
   210	-110.733
   211	-110.385
   212	-109.924
   213	-109.352
   214	-108.682
   215	-107.941
   216	-107.17
   217	-106.411
   218	-105.711
   219	-105.109
   220	-104.631
   221	-104.283
   222	-104.055
   223	-103.921
   224	-103.844
   225	-103.786
   226	-103.714
   227	-103.606
   228	-103.46
   229	-103.29
   230	-103.124
   231	-102.999
   232	-102.951
   233	-103.008
   234	-103.186
   235	-103.487
   236	-103.901
   237	-104.415
   238	-105.013
   239	-105.685
   240	-106.428
   241	-107.245
   242	-108.141
   243	-109.118
   244	-110.17
   245	-111.276
   246	-112.407
   247	-113.524
   248	-114.591
   249	-115.577
   250	-116.466
   251	-117.251
   252	-117.937
   253	-118.537
   254	-119.063
   255	-119.522
   256	-119.911
   257	-120.223
   258	-120.445
   259	-120.572
   260	-120.603
   261	-120.553
   262	-120.445
   263	-120.312
   264	-120.187
   265	-120.096
   266	-120.055
   267	-120.061
   268	-120.097
   269	-120.139
   270	-120.165
   271	-120.162
   272	-120.135
   273	-120.109
   274	-120.129
   275	-120.249
   276	-120.52
   277	-120.982
   278	-121.644
   279	-122.492
   280	-123.487
   281	-124.58
   282	-125.729
   283	-126.9
   284	-128.074
   285	-129.247
   286	-130.419
   287	-131.585
   288	-132.733
   289	-133.84
   290	-134.872
   291	-135.794
   292	-136.569
   293	-137.172
   294	-137.587
   295	-137.814
   296	-137.873
   297	-137.797
   298	-137.627
   299	-137.408
   300	-137.177
   301	-136.956
   302	-136.75
   303	-136.548
   304	-136.331
   305	-136.078
   306	-135.773
   307	-135.41
   308	-134.994
   309	-134.539
   310	-134.064
   311	-133.591
   312	-133.136
   313	-132.706
   314	-132.298
   315	-131.898
   316	-131.486
   317	-131.046
   318	-130.57
   319	-130.064
   320	-129.546
   321	-129.045
   322	-128.589
   323	-128.201
   324	-127.886
   325	-127.636
   326	-127.43
   327	-127.245
   328	-127.059
   329	-126.861
   330	-126.652
   331	-126.447
   332	-126.267
   333	-126.133
   334	-126.058
   335	-126.041
   336	-126.067
   337	-126.106
   338	-126.123
   339	-126.087
   340	-125.981
   341	-125.803
   342	-125.576
   343	-125.334
   344	-125.119
   345	-124.965
   346	-124.89
   347	-124.888
   348	-124.933
   349	-124.989
   350	-125.014
   351	-124.981
   352	-124.877
   353	-124.709
   354	-124.498
   355	-124.265
   356	-124.027
   357	-123.782
   358	-123.516
   359	-123.202
   360	-122.816
   361	-122.343
   362	-121.784
   363	-121.159
   364	-120.502
   365	-119.858
   366	-119.272
   367	-118.785
   368	-118.42
   369	-118.188
   370	-118.077
   371	-118.067
   372	-118.125
   373	-118.222
   374	-118.331
   375	-118.433
   376	-118.517
   377	-118.575
   378	-118.599
