     1	-142.087
     2	-142.246
     3	-142.377
     4	-142.479
     5	-142.55
     6	-142.585
     7	-142.575
     8	-142.516
     9	-142.407
    10	-142.257
    11	-142.079
    12	-141.894
    13	-141.722
    14	-141.584
    15	-141.495
    16	-141.463
    17	-141.492
    18	-141.581
    19	-141.725
    20	-141.917
    21	-142.15
    22	-142.418
    23	-142.719
    24	-143.058
    25	-143.44
    26	-143.872
    27	-144.358
    28	-144.892
    29	-145.461
    30	-146.043
    31	-146.612
    32	-147.144
    33	-147.626
    34	-148.053
    35	-148.427
    36	-148.755
    37	-149.042
    38	-149.29
    39	-149.495
    40	-149.648
    41	-149.737
    42	-149.753
    43	-149.689
    44	-149.545
    45	-149.327
    46	-149.047
    47	-148.724
    48	-148.384
    49	-148.056
    50	-147.764
    51	-147.531
    52	-147.365
    53	-147.268
    54	-147.233
    55	-147.249
    56	-147.307
    57	-147.401
    58	-147.527
    59	-147.681
    60	-147.859
    61	-148.053
    62	-148.253
    63	-148.449
    64	-148.631
    65	-148.792
    66	-148.934
    67	-149.061
    68	-149.179
    69	-149.298
    70	-149.422
    71	-149.556
    72	-149.702
    73	-149.861
    74	-150.037
    75	-150.235
    76	-150.458
    77	-150.71
    78	-150.991
    79	-151.299
    80	-151.628
    81	-151.973
    82	-152.326
    83	-152.677
    84	-153.014
    85	-153.323
    86	-153.585
    87	-153.782
    88	-153.899
    89	-153.929
    90	-153.87
    91	-153.724
    92	-153.492
    93	-153.17
    94	-152.748
    95	-152.211
    96	-151.545
    97	-150.739
    98	-149.788
    99	-148.696
   100	-147.472
   101	-146.133
   102	-144.697
   103	-143.187
   104	-141.632
   105	-140.066
   106	-138.531
   107	-137.074
   108	-135.748
   109	-134.6
   110	-133.671
   111	-132.994
   112	-132.592
   113	-132.482
   114	-132.678
   115	-133.176
   116	-133.955
   117	-134.969
   118	-136.156
   119	-137.445
   120	-138.764
   121	-140.057
   122	-141.282
   123	-142.408
   124	-143.41
   125	-144.26
   126	-144.926
   127	-145.376
   128	-145.585
   129	-145.542
   130	-145.251
   131	-144.733
   132	-144.01
   133	-143.112
   134	-142.069
   135	-140.915
   136	-139.689
   137	-138.433
   138	-137.186
   139	-135.98
   140	-134.831
   141	-133.745
   142	-132.719
   143	-131.757
   144	-130.869
   145	-130.085
   146	-129.442
   147	-128.984
   148	-128.741
   149	-128.726
   150	-128.927
   151	-129.314
   152	-129.845
   153	-130.479
   154	-131.176
   155	-131.905
   156	-132.642
   157	-133.367
   158	-134.061
   159	-134.712
   160	-135.306
   161	-135.83
   162	-136.269
   163	-136.605
   164	-136.815
   165	-136.88
   166	-136.784
   167	-136.521
   168	-136.105
   169	-135.564
   170	-134.937
   171	-134.27
   172	-133.603
   173	-132.966
   174	-132.38
